Time,Competitor,Operation,OrderId,Instrument,Side,Volume,Price,Lifespan,Fee
25.228279,,Insert,228511631,0,B,2000,94000,G,
25.230444,,Insert,228511667,0,B,210,127900,G,
25.230479,,Insert,228511679,0,B,3000,127600,G,
25.230479,,Cancel,228504291,,,-3000,,,
25.230521,,Cancel,228510519,,,-1000,,,
25.230549,,Insert,228511695,0,A,3000,128200,G,
25.230641,,Cancel,228511631,,,-2000,,,
25.230641,,Insert,228511711,0,B,2000,94100,G,
25.233004,,Insert,228511887,0,B,1000,127600,G,
25.235107,,Cancel,228479119,,,-1000,,,
25.235107,,Insert,228511951,0,B,1000,127700,G,
25.244715,,Cancel,228509671,,,-1000,,,
25.244913,,Cancel,228510095,,,-490,,,
25.24533,,Insert,228512327,0,A,490,128100,G,
25.245545,,Cancel,228507627,,,-2000,,,
25.245545,,Insert,228512367,0,A,2000,162600,G,
25.245656,,Insert,228512383,0,A,1000,128100,G,
25.245658,,Insert,228512387,0,A,1000,128100,G,
25.245675,,Insert,228512391,0,A,1000,128100,G,
25.245757,,Insert,228512403,0,A,980,128700,G,
25.245858,,Cancel,228512403,,,-980,,,
25.245868,,Cancel,228512391,,,-1000,,,
25.245983,,Cancel,228512367,,,-2000,,,
25.245983,,Insert,228512427,0,A,2000,162500,G,
25.24697,,Cancel,228511711,,,-2000,,,
25.24697,,Insert,228512495,0,B,2000,94000,G,
25.258255,,Insert,228512735,0,A,2000,129100,G,
25.264407,,Cancel,228512495,,,-2000,,,
25.264407,,Insert,228512871,0,B,2000,94100,G,
25.266389,,Cancel,228459507,,,-1000,,,
25.267394,,Insert,228512919,0,B,1000,127500,G,
25.272711,,Insert,228513003,0,A,1000,128000,G,
25.272735,,Cancel,228511695,,,-3000,,,
25.273591,,Cancel,228512871,,,-2000,,,
25.273591,,Insert,228513047,0,B,2000,94000,G,
25.282,Chrimata,Insert,55,1,B,10,127900,F,
25.282,Chrimata,Cancel,55,,,-10,,,
25.282,Chrimata4,Insert,33,1,B,20,127900,F,
25.282,Chrimata4,Cancel,33,,,-20,,,
25.299487,,Cancel,228501311,,,-1000,,,
25.312012,,Cancel,228508463,,,-490,,,
25.31224,,Cancel,228508491,,,-1000,,,
25.312311,,Insert,228513731,0,A,1000,128000,G,
25.312589,,Cancel,228508715,,,-1000,,,
25.312604,,Cancel,228508443,,,-1000,,,
25.312624,,Cancel,228511887,,,-1000,,,
25.31962,,Insert,228514007,0,B,1000,127600,G,
25.31984,,Cancel,228513731,,,-1000,,,
25.320494,,Cancel,228513003,,,-1000,,,
25.320524,,Insert,228514143,0,A,2000,128200,G,
25.32186,,Insert,228514187,0,A,1000,128000,G,
25.321883,,Cancel,228514143,,,-2000,,,
25.328181,,Cancel,228514187,,,-1000,,,
25.328956,,Cancel,228513047,,,-2000,,,
25.328956,,Insert,228514491,0,B,2000,94100,G,
25.339238,,Cancel,228449523,,,-2000,,,
25.339238,,Insert,228514659,0,B,2000,127600,G,
25.339244,,Insert,228514667,0,A,2000,128200,G,
25.344496,,Insert,228514835,0,A,1000,128000,G,
25.344523,,Cancel,228514667,,,-2000,,,
25.350311,,Cancel,228514491,,,-2000,,,
25.350311,,Insert,228514923,0,B,2000,94000,G,
25.373092,,Cancel,228467419,,,-1000,,,
25.373134,,Insert,228515475,0,B,1000,127300,G,
25.375607,,Cancel,228514835,,,-1000,,,
25.375636,,Insert,228515507,0,A,1000,128200,G,
25.376699,,Cancel,228514923,,,-2000,,,
25.376699,,Insert,228515547,0,B,2000,94100,G,
25.378692,,Insert,228515583,0,A,1000,128000,G,
25.378716,,Cancel,228515507,,,-1000,,,
25.398833,,Cancel,228515547,,,-2000,,,
25.398833,,Insert,228515947,0,B,2000,94000,G,
25.408643,,Cancel,7001866,,,-10000,,,
25.408643,,Cancel,7001867,,,-10000,,,
25.408643,,Insert,7001868,1,A,10000,128600,G,
25.408643,,Insert,7001869,1,B,10000,127400,G,
25.420475,,Insert,228516323,0,B,1000,126300,G,
25.458815,,Insert,228516899,0,A,2000,129200,G,
25.480468,,Insert,228517051,0,A,1000,129500,G,
25.562,Chrimata,Insert,56,1,B,10,127900,F,
25.562,Chrimata,Cancel,56,,,-10,,,
25.562,Chrimata4,Insert,34,1,B,20,127900,F,
25.562,Chrimata4,Cancel,34,,,-20,,,
25.572175,,Cancel,228517051,,,-1000,,,
25.572223,,Insert,228517955,0,A,1000,129400,G,
25.633384,,Cancel,228515947,,,-2000,,,
25.633384,,Insert,228519459,0,B,2000,94100,G,
25.658124,,Cancel,228519459,,,-2000,,,
25.658124,,Insert,228519719,0,B,2000,94000,G,
25.672721,,Cancel,7001868,,,-10000,,,
25.672721,,Cancel,7001869,,,-10000,,,
25.672721,,Insert,7001870,1,A,10000,128600,G,
25.672721,,Insert,7001871,1,B,10000,127400,G,
25.726575,,Cancel,228519719,,,-2000,,,
25.726575,,Insert,228520351,0,B,2000,94100,G,
25.727603,,Cancel,228520351,,,-2000,,,
25.727603,,Insert,228520375,0,B,2000,94000,G,
25.733993,,Cancel,228517955,,,-1000,,,
25.73413,,Cancel,228515583,,,-1000,,,
25.734162,,Insert,228520419,0,A,1000,128200,G,
25.734258,,Insert,228520439,0,A,1000,128100,G,
25.734527,,Cancel,228512327,,,-490,,,
25.734796,,Cancel,228520375,,,-2000,,,
25.734796,,Insert,228520535,0,B,2000,94100,G,
25.736052,,Cancel,228450903,,,-1000,,,
25.73706,,Insert,228520855,0,A,1000,129400,G,
25.737518,,Insert,228520867,0,A,980,128700,G,
25.737526,,Cancel,228512383,,,-1000,,,
25.73764,,Cancel,228512427,,,-2000,,,
25.73764,,Insert,228520879,0,A,2000,162600,G,
25.745945,,Insert,5044018,1,A,81,130000,G,
25.766558,,Insert,5044019,1,B,18,128600,G,
25.76874,,Insert,228521247,0,A,1000,128100,G,
25.768769,,Insert,228521251,0,A,1000,128200,G,
25.78041,,Cancel,228516323,,,-1000,,,
25.79749,,Insert,228521591,0,A,480,128100,G,
25.798118,,Cancel,228520867,,,-980,,,
25.798317,,Cancel,228520879,,,-2000,,,
25.798317,,Insert,228521607,0,A,2000,162500,G,
25.799375,,Insert,228521623,0,A,1000,128000,G,
25.7994,,Cancel,228520419,,,-1000,,,
25.7994,,Cancel,228521251,,,-1000,,,
25.799479,,Cancel,228520535,,,-2000,,,
25.799479,,Insert,228521631,0,B,2000,94000,G,
25.818079,,Cancel,228521631,,,-2000,,,
25.818079,,Insert,228522215,0,B,2000,94100,G,
25.820827,,Insert,228522239,0,B,20000,112000,G,
25.823204,,Cancel,228508511,,,-980,,,
25.823214,,Cancel,228511667,,,-210,,,
25.823402,,Insert,228522319,0,A,1000,128000,G,
25.823437,,Insert,228522323,0,B,480,127800,G,
25.823531,,Insert,228522343,0,B,980,127800,G,
25.823531,,Insert,228522347,0,B,210,127900,G,
25.823649,,Cancel,228522215,,,-2000,,,
25.823649,,Insert,228522375,0,B,2000,94000,G,
25.870466,,Insert,228522723,0,B,1000,126300,G,
25.876807,,Cancel,228522375,,,-2000,,,
25.876807,,Insert,228522795,0,B,2000,94100,G,
25.900988,,Insert,228523027,0,A,100,132100,G,
25.930448,,Insert,228523155,0,A,1000,129500,G,
25.968982,,Cancel,228522795,,,-2000,,,
25.968982,,Insert,228523471,0,B,2000,94000,G,
25.973239,,Insert,5044020,1,B,21,127200,G,
25.976173,,Cancel,228522323,,,-480,,,
25.976396,,Cancel,228522343,,,-980,,,
25.976404,,Insert,228523503,0,A,980,128000,G,
25.976435,,Cancel,228522347,,,-210,,,
25.976481,,Insert,228523535,0,A,8000,128000,G,
25.976481,,Insert,228523543,0,B,210,127800,G,
25.976637,,Cancel,228520439,,,-1000,,,
25.976751,,Insert,228523631,0,A,1000,128000,G,
25.976772,,Insert,228523643,0,A,1000,128000,G,
25.976799,,Cancel,228523643,,,-1000,,,
25.97682,,Cancel,228507579,,,-980,,,
25.976909,,Cancel,228514007,,,-1000,,,
25.976911,,Insert,228523707,0,A,980,128600,G,
25.976936,,Cancel,228521607,,,-2000,,,
25.976936,,Insert,228523711,0,A,2000,162400,G,
25.976949,,Insert,228523715,0,A,480,128000,G,
25.976958,,Cancel,228514659,,,-2000,,,
25.976958,,Insert,228523719,0,B,2000,126600,G,
25.976965,,Cancel,228511679,,,-3000,,,
25.976969,,Insert,228523723,0,A,2000,128100,G,
25.976975,,Insert,228523731,0,A,1000,128000,G,
25.976977,,Cancel,228505179,,,-8000,,,
25.977003,,Insert,228523751,0,A,1000,128400,G,
25.977022,,Cancel,228523711,,,-2000,,,
25.977022,,Insert,228523771,0,A,2000,162500,G,
25.977024,,Insert,228523779,0,A,1000,128000,G,
25.977067,,Cancel,228523155,,,-1000,,,
25.97737,,Cancel,228523707,,,-980,,,
25.977394,,Cancel,228512919,,,-1000,,,
25.977449,,Cancel,228523771,,,-2000,,,
25.977449,,Insert,228523983,0,A,2000,162400,G,
25.978025,,Cancel,228523471,,,-2000,,,
25.978025,,Insert,228524187,0,B,2000,93900,G,
25.978164,,Insert,228524215,0,A,1000,128600,G,
25.978645,,Insert,228524279,0,A,1000,127900,G,
25.978671,,Cancel,228523723,,,-2000,,,
25.986873,,Insert,228524923,0,A,2000,128200,G,
25.986877,,Cancel,228503507,,,-490,,,
25.986887,,Cancel,228516899,,,-2000,,,
25.986891,,Cancel,228522723,,,-1000,,,
25.986904,,Cancel,228503743,,,-1000,,,
25.990796,,Cancel,228505159,,,-1000,,,
25.990873,,Insert,228525199,0,A,1000,127900,G,
25.995549,,Cancel,228503707,,,-980,,,
25.995549,,Cancel,228523543,,,-210,,,
25.995554,,Insert,228525279,0,A,980,127900,G,
25.995577,,Insert,228525287,0,B,980,127300,G,
25.995591,,Insert,228525295,0,B,1000,127700,G,
25.995607,,Cancel,228504191,,,-1000,,,
25.995847,,Cancel,228525279,,,-980,,,
25.995853,,Insert,228525363,0,B,980,127700,G,
25.997559,,Cancel,7001870,,,-10000,,,
25.997559,,Cancel,7001871,,,-10000,,,
25.997559,,Insert,7001872,1,A,10000,128400,G,
25.997559,,Insert,7001873,1,B,10000,127200,G,
26.011453,,Insert,228525899,0,B,480,127700,G,
26.011958,,Insert,228525951,0,B,1000,127500,G,
26.012188,,Cancel,228525899,,,-480,,,
26.02901,,Insert,228526323,0,B,480,127700,G,
26.032,Chrimata4,Insert,35,1,A,20,127900,F,
26.032,Chrimata4,Cancel,35,,,-20,,,
26.048698,,Cancel,228526323,,,-480,,,
26.048719,,Insert,228526703,0,B,1000,126200,G,
26.080413,,Insert,228527059,0,A,1000,129400,G,
26.093019,,Insert,228527271,0,B,480,127700,G,
26.093045,,Cancel,228525199,,,-1000,,,
26.093341,,Cancel,228524279,,,-1000,,,
26.093349,,Insert,228527295,0,B,60,127800,G,
26.093373,,Insert,228527299,0,A,2000,128100,G,
26.093385,,Insert,228527315,0,B,3000,127500,G,
26.093444,,Cancel,228523731,,,-1000,,,
26.093464,,Cancel,228527295,,,-60,,,
26.093498,,Insert,228527339,0,A,1000,127900,G,
26.093523,,Cancel,228527299,,,-2000,,,
26.093533,,Cancel,228508595,,,-3000,,,
26.093535,,Insert,228527351,0,A,3000,128100,G,
26.093592,,Cancel,228527339,,,-1000,,,
26.093617,,Insert,228527383,0,B,8000,127700,G,
26.093663,,Cancel,228523715,,,-480,,,
26.093754,,Cancel,228524187,,,-2000,,,
26.093754,,Insert,228527407,0,B,2000,94000,G,
26.0967,,Cancel,228527383,,,-8000,,,
26.104356,,Cancel,228527351,,,-3000,,,
26.104363,,Insert,228527599,0,B,60,127800,G,
26.106551,,Cancel,228523503,,,-980,,,
26.106579,,Insert,228527739,0,A,2000,128100,G,
26.107116,,Insert,228527743,0,A,980,128000,G,
26.107659,,Insert,228527759,0,B,1000,127500,G,
26.121835,,Insert,228527939,0,A,1000,128100,G,
26.131395,,Cancel,228523631,,,-1000,,,
26.155845,,Cancel,228524215,,,-1000,,,
26.156275,,Cancel,228523779,,,-1000,,,
26.156305,,Cancel,228523535,,,-8000,,,
26.157244,,Cancel,228527743,,,-980,,,
26.157251,,Insert,228528267,0,A,980,128600,G,
26.157267,,Insert,228528271,0,B,1000,127800,G,
26.157356,,Insert,228528279,0,B,980,127800,G,
26.157384,,Insert,228528283,0,A,1000,128000,G,
26.157414,,Cancel,228528271,,,-1000,,,
26.157448,,Cancel,228523983,,,-2000,,,
26.157448,,Insert,228528299,0,A,2000,162500,G,
26.167484,,Insert,228528423,0,B,8000,127800,G,
26.167504,,Cancel,228526703,,,-1000,,,
26.16752,,Cancel,228528283,,,-1000,,,
26.16784,,Insert,228528459,0,B,1000,127800,G,
26.168604,,Insert,228528487,0,B,1000,127600,G,
26.171901,,Insert,228528595,0,B,480,127800,G,
26.172016,,Cancel,228522319,,,-1000,,,
26.172034,,Insert,228528607,0,B,1000,127800,G,
26.172062,,Insert,228528611,0,B,1000,127800,G,
26.172351,,Cancel,228525287,,,-980,,,
26.172443,,Cancel,228524923,,,-2000,,,
26.172469,,Cancel,228438883,,,-8000,,,
26.172469,,Insert,228528655,0,B,210,127900,G,
26.173815,,Cancel,228521623,,,-1000,,,
26.17393,,Cancel,228527407,,,-2000,,,
26.17393,,Insert,228528959,0,B,2000,94100,G,
26.176162,,Insert,228529043,0,A,1000,128000,G,
26.176197,,Insert,228529047,0,A,3000,128200,G,
26.176236,,Insert,228529051,0,B,1000,127900,G,
26.180369,,Insert,228529111,0,A,8000,128100,G,
26.185449,,Cancel,228527059,,,-1000,,,
26.185555,,Cancel,228529043,,,-1000,,,
26.185557,,Cancel,228523719,,,-2000,,,
26.185557,,Insert,228529251,0,B,2000,127600,G,
26.18556,,Cancel,228527739,,,-2000,,,
26.18556,,Cancel,228527939,,,-1000,,,
26.185596,,Insert,228529263,0,A,1000,128200,G,
26.185622,,Cancel,228529051,,,-1000,,,
26.185653,,Insert,228529271,0,A,1000,128100,G,
26.185675,,Cancel,228521591,,,-480,,,
26.1857,,Cancel,228528959,,,-2000,,,
26.1857,,Insert,228529275,0,B,2000,94000,G,
26.1859,,Insert,228529291,0,A,980,128700,G,
26.185996,,Cancel,228529275,,,-2000,,,
26.185996,,Insert,228529299,0,B,2000,94100,G,
26.186026,,Cancel,228528299,,,-2000,,,
26.186026,,Insert,228529303,0,A,2000,162600,G,
26.186143,,Insert,228529307,0,A,1000,128100,G,
26.186598,,Cancel,228529291,,,-980,,,
26.186607,,Cancel,228529307,,,-1000,,,
26.186659,,Insert,228529323,0,A,1000,128100,G,
26.186784,,Cancel,228529299,,,-2000,,,
26.186784,,Insert,228529327,0,B,2000,94000,G,
26.1868,,Cancel,228529303,,,-2000,,,
26.1868,,Insert,228529331,0,A,2000,162500,G,
26.19215,,Cancel,228525295,,,-1000,,,
26.192813,,Insert,228529431,0,A,480,128100,G,
26.193795,,Insert,228529459,0,A,1000,128000,G,
26.193819,,Cancel,228529263,,,-1000,,,
26.225532,,Cancel,228529271,,,-1000,,,
26.225532,,Cancel,228528595,,,-480,,,
26.253749,,Insert,228530359,0,A,1000,128000,G,
26.253775,,Cancel,228528611,,,-1000,,,
26.280042,,Insert,228530639,0,A,2000,129200,G,
26.290462,,Insert,228530783,0,B,1000,126300,G,
26.299278,,Cancel,7001872,,,-10000,,,
26.299278,,Cancel,7001873,,,-10000,,,
26.299278,,Insert,7001874,1,A,10000,128600,G,
26.299278,,Insert,7001875,1,B,10000,127400,G,
26.322916,,Cancel,228528487,,,-1000,,,
26.350411,,Insert,228531651,0,A,1000,129400,G,
26.369664,,Cancel,228530359,,,-1000,,,
26.369997,,Insert,228532223,0,B,1000,127600,G,
26.372407,,Cancel,228529431,,,-480,,,
26.37255,,Cancel,228529459,,,-1000,,,
26.372552,,Cancel,228528607,,,-1000,,,
26.372581,,Insert,228532291,0,A,3000,128200,G,
26.372631,,Insert,228532311,0,A,1000,128100,G,
26.372869,,Cancel,228529327,,,-2000,,,
26.372869,,Insert,228532347,0,B,2000,94100,G,
26.373062,,Cancel,228531651,,,-1000,,,
26.373158,,Insert,228532375,0,A,480,128100,G,
26.37532,,Insert,228532479,0,A,1000,128000,G,
26.375344,,Cancel,228532291,,,-3000,,,
26.391142,,Cancel,228532347,,,-2000,,,
26.391142,,Insert,228532667,0,B,2000,94000,G,
26.416189,,Insert,228532847,0,A,1000,128000,G,
26.416278,,Cancel,228528279,,,-980,,,
26.416281,,Cancel,228528655,,,-210,,,
26.416282,,Insert,228532859,0,A,980,128000,G,
26.416314,,Insert,228532871,0,B,1000,127800,G,
26.416346,,Insert,228532875,0,A,8000,128000,G,
26.41638,,Insert,228532879,0,B,210,127800,G,
26.416435,,Cancel,228532311,,,-1000,,,
26.416486,,Insert,228532895,0,B,980,127800,G,
26.416522,,Cancel,228532895,,,-980,,,
26.416914,,Insert,228532943,0,B,980,127800,G,
26.417039,,Cancel,228532859,,,-980,,,
26.41839,,Cancel,228532875,,,-8000,,,
26.418418,,Insert,228533031,0,A,980,128000,G,
26.418478,,Cancel,228532943,,,-980,,,
26.418501,,Cancel,228529251,,,-2000,,,
26.418501,,Insert,228533047,0,B,2000,126600,G,
26.418503,,Insert,228533055,0,A,8000,128000,G,
26.418523,,Cancel,228528423,,,-8000,,,
26.418576,,Insert,228533063,0,A,1000,128100,G,
26.418577,,Cancel,228532223,,,-1000,,,
26.4188,,Insert,228533095,0,A,1000,128000,G,
26.41899,,Insert,228533115,0,B,980,127800,G,
26.419179,,Cancel,228533031,,,-980,,,
26.419341,,Cancel,228533095,,,-1000,,,
26.420269,,Insert,228533183,0,A,980,128000,G,
26.420295,,Insert,228533187,0,A,1000,128000,G,
26.420363,,Cancel,228528459,,,-1000,,,
26.420835,,Insert,228533199,0,A,1000,128000,G,
26.420896,,Cancel,228533115,,,-980,,,
26.422027,,Cancel,228528267,,,-980,,,
26.422035,,Cancel,228527599,,,-60,,,
26.422224,,Cancel,228529331,,,-2000,,,
26.422224,,Insert,228533263,0,A,2000,162400,G,
26.427476,,Cancel,228533199,,,-1000,,,
26.429259,,Cancel,228532871,,,-1000,,,
26.429546,,Insert,228533467,0,A,1000,127900,G,
26.429572,,Cancel,228533063,,,-1000,,,
26.429652,,Cancel,228533467,,,-1000,,,
26.429764,,Cancel,228533263,,,-2000,,,
26.429764,,Insert,228533515,0,A,2000,162500,G,
26.429766,,Insert,228533519,0,A,980,128600,G,
26.429788,,Insert,228533523,0,A,480,128000,G,
26.429841,,Insert,228533527,0,A,1000,128000,G,
26.429857,,Cancel,228532667,,,-2000,,,
26.429857,,Insert,228533539,0,B,2000,93900,G,
26.429865,,Cancel,228533519,,,-980,,,
26.429965,,Cancel,228533515,,,-2000,,,
26.429965,,Insert,228533551,0,A,2000,162400,G,
26.429997,,Cancel,228533539,,,-2000,,,
26.429997,,Insert,228533563,0,B,2000,94000,G,
26.431109,,Cancel,228533563,,,-2000,,,
26.431109,,Insert,228533587,0,B,2000,93900,G,
26.450981,,Insert,228533787,0,A,2000,128100,G,
26.470415,,Insert,228534051,0,A,1000,129400,G,
26.470511,,Insert,228534055,0,A,1000,128100,G,
26.485601,,Cancel,228533523,,,-480,,,
26.486169,,Insert,228534247,0,A,980,128600,G,
26.486368,,Cancel,228533527,,,-1000,,,
26.486379,,Cancel,228533551,,,-2000,,,
26.486379,,Insert,228534275,0,A,2000,162500,G,
26.486379,,Cancel,228533587,,,-2000,,,
26.486379,,Insert,228534279,0,B,2000,94000,G,
26.5,Chrimata4,Insert,36,1,A,20,128500,F,
26.5,Chrimata4,Cancel,36,,,-20,,,
26.50786,,Cancel,228533187,,,-1000,,,
26.508734,,Cancel,228534279,,,-2000,,,
26.508734,,Insert,228534643,0,B,2000,93900,G,
26.592671,,Cancel,228534247,,,-980,,,
26.592794,,Cancel,228534275,,,-2000,,,
26.592794,,Insert,228536131,0,A,2000,162400,G,
26.592865,,Cancel,228536131,,,-2000,,,
26.592865,,Insert,228536139,0,A,2000,162500,G,
26.59291,,Cancel,228536139,,,-2000,,,
26.59291,,Insert,228536143,0,A,2000,162400,G,
26.627888,,Cancel,7001874,,,-10000,,,
26.627888,,Cancel,7001875,,,-10000,,,
26.627888,,Insert,7001876,1,A,10000,128500,G,
26.627888,,Insert,7001877,1,B,10000,127300,G,
26.639303,,Cancel,228534643,,,-2000,,,
26.639303,,Insert,228536475,0,B,2000,94000,G,
26.654761,,Insert,228536639,0,A,1000,128600,G,
26.718,Chrimata4,Insert,37,1,A,20,128000,F,
26.718,Chrimata4,Cancel,37,,,-20,,,
26.738064,,Insert,228537311,0,B,8000,127800,G,
26.73818,,Insert,228537335,0,A,980,128600,G,
26.738304,,Cancel,228536143,,,-2000,,,
26.738304,,Insert,228537343,0,A,2000,162500,G,
26.738438,,Insert,228537355,0,B,1000,127800,G,
26.74844,,Cancel,228537311,,,-8000,,,
26.748444,,Insert,228537459,0,A,480,128000,G,
26.748473,,Cancel,228537355,,,-1000,,,
26.748685,,Insert,228537475,0,A,1000,128000,G,
26.748747,,Insert,228537483,0,A,1000,127900,G,
26.748749,,Insert,228537487,0,A,1000,128000,G,
26.748775,,Cancel,228533787,,,-2000,,,
26.748775,,Cancel,228534055,,,-1000,,,
26.748812,,Cancel,228537335,,,-980,,,
26.748829,,Cancel,228537343,,,-2000,,,
26.748829,,Insert,228537495,0,A,2000,162400,G,
26.749091,,Cancel,228536475,,,-2000,,,
26.749091,,Insert,228537499,0,B,2000,93900,G,
26.749774,,Cancel,228527759,,,-1000,,,
26.749789,,Cancel,228530783,,,-1000,,,
26.749883,,Cancel,228530639,,,-2000,,,
26.749895,,Insert,228537579,0,A,2000,128200,G,
26.752009,,Insert,228537643,0,A,1000,127900,G,
26.761768,,Cancel,228527271,,,-480,,,
26.796699,,Insert,228538071,0,B,1000,126200,G,
26.796732,,Cancel,228501663,,,-8000,,,
26.796736,,Insert,228538075,0,A,980,127900,G,
26.796775,,Cancel,228538075,,,-980,,,
26.797014,,Insert,228538139,0,A,980,127900,G,
26.79704,,Cancel,228532879,,,-210,,,
26.797054,,Cancel,228525363,,,-980,,,
26.797115,,Insert,228538203,0,B,470,127700,G,
26.797115,,Cancel,228538139,,,-980,,,
26.797115,,Insert,228538207,0,B,210,127800,G,
26.797118,,Insert,228538211,0,B,980,127300,G,
26.797196,,Cancel,228525951,,,-1000,,,
26.797204,,Cancel,228538203,,,-470,,,
26.797204,,Insert,228538291,0,B,980,127700,G,
26.797336,,Cancel,228534051,,,-1000,,,
26.797735,,Insert,228538547,0,B,1000,127500,G,
26.797948,,Cancel,228537459,,,-480,,,
26.797987,,Cancel,228537643,,,-1000,,,
26.798443,,Cancel,228533183,,,-980,,,
26.798486,,Cancel,228537483,,,-1000,,,
26.798518,,Insert,228538839,0,A,1000,128100,G,
26.798786,,Insert,228538991,0,B,470,127800,G,
26.798815,,Insert,228538995,0,B,980,127800,G,
26.798898,,Insert,228539011,0,A,1000,128000,G,
26.798904,,Cancel,228537499,,,-2000,,,
26.798904,,Insert,228539023,0,B,2000,94000,G,
26.798919,,Insert,228539031,0,A,980,128600,G,
26.799075,,Cancel,228538071,,,-1000,,,
26.799198,,Cancel,228537495,,,-2000,,,
26.799198,,Insert,228539167,0,A,2000,162500,G,
26.799282,,Cancel,228533055,,,-8000,,,
26.7994,,Cancel,228537487,,,-1000,,,
26.799585,,Cancel,228538211,,,-980,,,
26.799706,,Cancel,228539011,,,-1000,,,
26.799733,,Cancel,228537475,,,-1000,,,
26.805824,,Insert,228539687,0,A,1000,128000,G,
26.807375,,Cancel,228537579,,,-2000,,,
26.810848,,Cancel,228538991,,,-470,,,
26.811066,,Insert,228539883,0,A,8000,128000,G,
26.818904,,Insert,228540071,0,A,980,128000,G,
26.818934,,Insert,228540075,0,B,8000,127700,G,
26.818938,,Insert,228540079,0,B,1000,127800,G,
26.819105,,Cancel,228540071,,,-980,,,
26.819137,,Insert,228540099,0,A,1000,128000,G,
26.819162,,Insert,228540103,0,A,1000,128000,G,
26.819204,,Insert,228540115,0,A,1000,128000,G,
26.819217,,Cancel,228540115,,,-1000,,,
26.819434,,Cancel,228540103,,,-1000,,,
26.81944,,Cancel,228540099,,,-1000,,,
26.844785,,Insert,228540411,0,B,8000,127800,G,
26.847229,,Cancel,228539687,,,-1000,,,
26.847256,,Cancel,228539883,,,-8000,,,
26.848767,,Cancel,228540411,,,-8000,,,
26.848779,,Insert,228540507,0,A,2000,128100,G,
26.84879,,Insert,228540511,0,A,470,128000,G,
26.84882,,Insert,228540515,0,A,8000,128000,G,
26.849437,,Insert,228540535,0,A,1000,128000,G,
26.861084,,Cancel,228540535,,,-1000,,,
26.861126,,Insert,228540679,0,A,1000,129400,G,
26.876901,,Cancel,228540511,,,-470,,,
26.876994,,Insert,228540979,0,B,1000,126300,G,
26.877022,,Cancel,228540515,,,-8000,,,
26.887608,,Insert,228541051,0,B,8000,127800,G,
26.887622,,Insert,228541055,0,B,470,127800,G,
26.887671,,Cancel,228541055,,,-470,,,
26.929362,,Cancel,7001876,,,-10000,,,
26.929362,,Cancel,7001877,,,-10000,,,
26.929362,,Insert,7001878,1,A,10000,128500,G,
26.929362,,Insert,7001879,1,B,10000,127300,G,
26.949911,,Insert,228541691,0,A,2000,129200,G,
27.003128,,Insert,228542271,0,B,1000,127500,G,
27.00898,,Insert,228542367,0,B,1000,127600,G,
27.035397,,Insert,228542631,0,A,8000,128000,G,
27.035402,,Insert,228542635,0,A,470,128000,G,
27.035659,,Cancel,228542635,,,-470,,,
27.035674,,Cancel,228541051,,,-8000,,,
27.035702,,Insert,228542679,0,A,470,128000,G,
27.035725,,Insert,228542687,0,A,1000,128000,G,
27.035801,,Cancel,228540979,,,-1000,,,
27.03595,,Cancel,228542367,,,-1000,,,
27.036032,,Cancel,228540079,,,-1000,,,
27.036036,,Cancel,228538995,,,-980,,,
27.036041,,Insert,228542719,0,A,980,128000,G,
27.036196,,Insert,228542739,0,A,1000,127900,G,
27.036221,,Cancel,228538839,,,-1000,,,
27.036223,,Cancel,228540507,,,-2000,,,
27.036228,,Insert,228542747,0,A,3000,128100,G,
27.03623,,Cancel,228529047,,,-3000,,,
27.036282,,Cancel,228539167,,,-2000,,,
27.036282,,Insert,228542763,0,A,2000,162400,G,
27.036304,,Cancel,228539031,,,-980,,,
27.036338,,Cancel,228536639,,,-1000,,,
27.037264,,Insert,228542979,0,A,1000,128600,G,
27.040157,,Cancel,228541691,,,-2000,,,
27.070414,,Insert,228543527,0,B,1000,126200,G,
27.089005,,Cancel,228539023,,,-2000,,,
27.089005,,Insert,228543743,0,B,2000,93900,G,
27.153168,,Insert,228544791,0,A,2000,128200,G,
27.15352,,Cancel,228542979,,,-1000,,,
27.177986,,Cancel,228543743,,,-2000,,,
27.177986,,Insert,228544987,0,B,2000,94000,G,
27.189792,,Cancel,228542739,,,-1000,,,
27.189821,,Insert,228545171,0,A,2000,128100,G,
27.190299,,Insert,228545183,0,A,980,128600,G,
27.190401,,Cancel,228545183,,,-980,,,
27.190451,,Cancel,228542763,,,-2000,,,
27.190451,,Insert,228545199,0,A,2000,162500,G,
27.1905,,Cancel,228545199,,,-2000,,,
27.1905,,Insert,228545211,0,A,2000,162400,G,
27.191704,,Cancel,228542719,,,-980,,,
27.191736,,Cancel,228542679,,,-470,,,
27.191739,,Cancel,228542687,,,-1000,,,
27.191839,,Insert,228545231,0,A,980,128600,G,
27.191865,,Cancel,228545211,,,-2000,,,
27.191865,,Insert,228545235,0,A,2000,162500,G,
27.193616,,Cancel,7001878,,,-10000,,,
27.193616,,Cancel,7001879,,,-10000,,,
27.193616,,Insert,7001880,1,A,10000,128500,G,
27.193616,,Insert,7001881,1,B,10000,127300,G,
27.203126,,Insert,228545399,0,A,1000,128100,G,
27.203522,,Cancel,228542747,,,-3000,,,
27.203527,,Cancel,228542631,,,-8000,,,
